Artist,Description,Title,user_tags,Ivan Cluster 1,Ivan Cluster 2,Ivan Cluster 3,Vincent Cluster 1,Vincent Cluster 2,Vincent Cluster 3,Marie Cluster 1,Marie Cluster 2,Marie Cluster 3,Kathleen Cluster 1,Kathleen Cluster 2,Kathleen Cluster 3
ADS Donaldson,"Untitled (for Mary Webb) is more than a carpet. It is a woven floorwork that pays homage to a painting by Mary Webb, an Australian artist who bridged the art worlds of Sydney and Paris in the post-war years. ADS Donaldson’s colourful hard-edged design is based on a black-and-white reproduction of an abstract painting by Webb. Although she was a notable mid-century avant-gardist and pioneering collage artist, little is known of Webb today. As he has done for other expatriate abstract artists whose work has been overlooked, such as JW Power and Gerald Ryan, Donaldson reprises Webb’s work in a woven reimagining that shifts the work from wall to floor, and from canvas to wool.

Donaldson’s practice as a painter and sculptor has had a long-standing concern with colour and abstraction. His series of Oranges, Purples and Greens address the trans-global nature of abstraction, conceptualism and minimalism. In devising visual languages which transcended time and place these styles overrode historical and cultural specificity, enabling art that was not tethered to national identity. Artists like Mary Webb, who introduced Australian painters to the international art scene during her post-war sojourn in Paris, were instrumental in linking art practice in Australia to this modern global perspective.

In translating Webb’s work to a woven floorpiece, Donaldson engages with the experimental materiality of mid-century practice, in which artists from the Bauhaus onwards worked with textiles, weavings and fabrics to democratise art, making it mass-producible and available for everyday life. In referencing this other trajectory of modernism, Donaldson navigates the spurious yet problematic split between art and craft that has dogged art history and marginalised craft practitioners, who were often women. Untitled (for Mary Webb) is, then, more than a carpet. It is a lesson in what gets overlooked in the broad sweep of history, and how the retrieval of forgotten fragments can make us think twice and look again.",Untitled (for Mary Webb),,,,,,,,,,,,,
Heather Douglass,"These six steel panels, painted with words and images describing life within the Titjikala community in the Simpson Desert, have been reclaimed by Heather Douglas from an old water tank that once stood on Maryvale cattle station. The panels are weathered and stained by the artesian waters deep below the surface of the desert earth, marking them with rich earthy ochres. Maryvale cattle station became a gathering place for the Titjikala community and southern Arrernte families in the 1940s, when they gravitated to the station to work as stockmen and domestic helpers. In these panels, Douglas remembers and records the past history and activities of the community.

This old bore-water tank, and others like it, was an important cultural and historical marker for the Titjikala community – especially the women – who lived on the Maryvale station. Women would walk great distances to collect water to carry back to the camp for everyone’s use. The creeks and tributaries that fed the wells and tanks were old gathering and playgrounds, where women would wash clothes in preparation for Sunday church while children played in the creek bed. Douglas has depicted activities such as these on the panels, recalling the ‘old times’ when there was no running water system feeding the camp. Douglas was raised in the community by her aunties, and her grandfather’s initials are engraved on the surface of one of the water tank panels. Many community members recall the sinking of the wells and the activities of station work and leisure that centred on the water they provided – washing, cleaning, swimming and yarning. In reclaiming the panels, Douglas reclaims the shared histories and stories of life on the station, and records the memories of her community.",Irititja Tjuta 1,,,,,,,,,,,,,
Richard Dunn,"In his four-panel painting, 1919, Richard Dunn weaves together two different forms of political expression, both of which speak of the radical changes to the political and social order caused by the 1917 Russian revolution. The four panels of the work appear to be painted in two distinctive styles which when intersected form a cross. The horizontal section is a black and white rendering of a 1919 newspaper illustration, while the vertical is a copy of a 1915 painting by the Russian Suprematist artist, Kazimir Malevich. Each image is taken from a printed source and this is their commonality.

 The geometric shapes and strong colours of Malevich’s painting, Supremus #50 (1915), were part of a new language of art, developed at the turn of the twentieth century in tandem with a wider disruption of the political and cultural order in Europe. Suprematism, the movement pioneered by Malevich, was a reaction against realism and conservative 19th century representation in painting – of the ‘old order’ – and an articulation of an entirely new approach to art and politics that rejected tradition. The radical abstraction of Suprematism coincided with the radicalisation of politics in Europe in the first two decades of the twentieth century, which culminated in socialist uprisings and the Bolshevik revolution of 1917.

 Layered across Dunn’s copy of Malevich’s art political statement is a social political representation, drawn from a 1919 Brisbane newspaper illustration.  It depicts the physical clash of political ideologies in the streets of Brisbane, when 8,000 returned AIF soldiers fought trade unionists and socialists at ‘Russia Hall’ in March 1919.  The violent confrontation, known as ‘The Red Flag Riot’ because of the outlawed red flags and banners carried by the trade unionists, was caused by heightened fear of Russian emigrés - what are now called ‘refugees’ - seen to be aligned with the Russian Revolution, and associated with communism, worker unrest and the fear of revolution. Dunn’s layering of these two representations of political events, occurring on different sides of the world, shows how global politics were manifest locally, and differently; from Malevich’s radical aesthetic expression in Petrograd to the journalistic representation of right wing riots in Brisbane four years later.",1919,,,,,,,,,,,,,
Mikala Dwyer,"Mikala Dwyer made these monochromes painted in nail polish for the 1995 Istanbul Biennale. A number of them were shown as part of the installation Woops (1994), a corner assemblage of suspended lame, strewn satin and stretched pantyhose that crossed a ‘bad’ teenage girl’s bedroom with a burlesque drag queen’s dressing room. Amongst the collection of hung and wrapped objects in the installation was a table of colourful nail polishes; the walls were hung with small canvases painted in their pearly hues. These monochromes acted as a mock minimalist counterpoint to the showy excess of the installation; discreetly standing back and paying homage to the idea of art as paintings on a wall, yet conversing with the ribald installation through their shared language of lurid bodily adornment. The paintings were also the only purchasable, and therefore collectible, part of the installation.

Dwyer has incorporated elements of the feminine masquerade in a number of her works, working with fabrics and accessories strongly associated with dressing up and adornment, such as organza, pantyhose and makeup. Through these materials she conjures associations with the body, with a particular kind of feminine identity and with the rites of passage that create that identity. In No, not ever, the range of nail polish colours in the titles is a reminder of the pleasures of choice in creating an identity, in expressing a social persona, and of accessorising an outfit. The nail polish paintings create an empathy between artist and viewer, a sharing of experience about what it is to create a work of art – whether it be a painting on a wall, or (always a work in progress), ourselves.","No, not ever",,,,,,,,,,,,,
Helen Eager,"Tango is a wall painting by Helen Eager created specifically for the staircase leading from the MCA’s quayside entry to level one. The work is visible from within the building but also from without and was commissioned by the MCA in 2003 for the reopening of the newly constructed galleries and public spaces. Extending approximately 15 metres in length and seven metres at its highest point, the result is an arrangement of equilateral triangles in bright orange hues that cascades down the stairs towards the light-drenched entrance.  

The triangular forms appear to interact and dance and the painting is filled with movement. The colours are affected by light, and shift and change throughout the course of a day. Eager observes that the title is a respectful tribute to Dance (1910) by Henri Matisse and to Piet Mondrian’s Broadway Boogie Woogie (1942–43) where colour and form dance together. Tango is Eager’s largest work to date and she cites Sol LeWitt as an influence, along with Agnes Martin, Ellsworth Kelly and Bridget Riley. Like the wall drawings of LeWitt, Tango came with detailed instructions so that it can be re-created at a later date.

Eager intended for the work to be joyous and uplifting. The three shades of orange were inspired by masses of nasturtiums in her garden.[1] She describes orange as a ‘gregarious’ colour and chose it for energy in the entrance foyer, and as a foil for the blues and greens of the harbour outside.",Tango,,,,,,,,,,,,,
Emily Floyd,"Each print in Emily Floyd’s series It’s Time (again) graphically represents the words of Australian politicians, writers and actors of the 1970s – a decade that was a turning point in Australian society. In her previous sculptural work, Floyd used text and typographic elements to explore the intersections of design and politics in three dimensions. In this, her first major printmaking project, Floyd returns words and text to paper to highlight the shared utopian ideals and experimental nature of the period.

The series of nine aquatints, which was completed under a fellowship with the Australian Print Workshop, reinvigorates the left wing and alternative tradition of radical printmaking in Australia, which peaked in the late 1970s and early 80s.

It’s Time (Again) quotes the seminal ‘It’s Time’ election speech by the opposition leader Gough Whitlam, who became Prime Minister in 1972. Floyd turns Whitlam’s words into a concrete poem of concentric circles of text, like the groove lines of a vinyl record. Replayed as a poster, Floyd suggests their message is still worth hearing. Other works in the series, such as A Little Community, condense the words of feminist and academic Germaine Greer, sculpting excerpts from her landmark book, The Female Eunuch, (1970) into the shape of the female Venus symbol. In A bird like that never dies, the words of Indigenous actor David Gulpilill from the 1976 movie Storm Boy are formatted in the design of the Aboriginal flag, designed in 1971.

In her depiction of these groundbreaking and formative texts, Floyd revisits a specific political history of activism and dissent, when left-wing policies, the feminist movement and the fight for aboriginal rights fundamentally reoriented Australian society and culture.",It's time (again),,,,,,,,,,,,,
Earthworks Poster Collectove,"These striking screen-prints are a pithy visual summary of almost a century of feminist campaigning in Australia. In the first, late nineteenth-century suffragists pose in the act of making agitational graffiti: ‘Votes for Women’. Their sober dress contrasts nicely with the incitation to political change. The second image, from 1977, shows Sydney feminists recreating the suffragists’ pose, this time calling for participation in a Women’s March for Liberation. Toni Robertson’s use of photographs in her prints underscores her commitment to historical knowledge, as well as to political change. In both cases these are actual women: the earlier struggles for women’s suffrage, and later for equal rights, were real and urgent.

The continuities between the two periods are crucial:  feminist historian Anne Summers unearthed the earlier photograph in the 1970s, while researching Australian feminism, and today Robertson remembers these discoveries were precious evidence of Australian women’s history of commitment and achievement. While both photographs were staged, Robertson interpreted them differently through the multiple colours and layers of printing ink: the suffragists are pictured with a black and sepia palette speaking to times past, while the 1970s is seen through delicate greys suggesting straightforward documentary. What links the two images across the century is the boldly written red text across the bottom of each, clearly handmade, entirely passionate.

Toni Robertson came to screen-printing while studying art history at the University of Sydney, seeing posters and prints as tools for feminism. Importantly, she participated in the 1973 strike prompted by the refusal of the University’s Philosophy Department to introduce a course on ‘Philosophical aspects of feminist thought’. The University eventually bowed to student and staff pressure, and the course was introduced from 1974. Toni Robertson continued her distinguished work with political postering and printmaking for another decade.",History I,,,,,,,,,,,,,
Emily Floyd,"Turning with the flow of air, Emily Floyd’s suspended Garden Sculpture owes its twisted ladder construction to both garden wind decorations and the molecular composition of DNA – the organic code that carries the instructions for life. The tenuous connection between these two otherwise unrelated forms is made concrete when the individual rungs of Floyd’s helix are examined. Each of the Beech rods spiraling out from the centre is inscribed with the URL of a website, blog or do-it-yourself forum used by Floyd as she researched permaculture and environmental activism in Australia. The work functions as a research map of Floyd’s interest in grassroots political movements and the role of collective action, embodying the internet’s role in facilitating self-initiated learning.

Floyd’s previous works have considered the relationship between politics and design, and the relationship between global political movements, such as Marxism, feminism and environmentalism and the local forms and actions they take. Floyd is the daughter and granddaughter of wooden toy makers, and her spare, simple and undecorated construction echoes the educational toys of the Bauhaus and Steiner schools, which sought to improve the lives of children and the role of teachers through good design and an educational philosophy of organic play and unstructured investigation.

In Garden Sculpture Floyd suggests that, like a communal garden, the internet can be a space of collaborative enterprise for a common good. When people come together in online forums and blogs to share a resource, to cultivate an idea or benefit from another’s experience, they contribute to an expanding knowledge base that Floyd sees as an essentially positive force. Each rung in the spiral constitutes a body of information, opinion and action, which together comprise a collective knowledge that, like a garden, will grow, take root and spread or, left untended, will wither and die.",Garden Sculpture,,,,,,,,,,,,,
Fiona Foley ,"The three sepia-toned photographs in Fiona Foley’s Badtjala Woman series are based on colonial images of Badtjala people, whose country includes Thoorgine or K’gari (Fraser Island), taken by an ethnographic photographer in around 1899. The images are held in the John Oxley Library in Brisbane, and were used by Foley in an earlier installation, Lost Badtjalas – Severed Hair (1991).

For Badtjala Woman, Foley has replicated the head and shoulders composition of ethnographic photography, which aimed to record its subject not as an individual but a type; a subject whose exotic features and behaviour could be scientifically catalogued. She has also included the woven bag and necklaces that were collected by ethnographers as records of Indigenous material cultures, and which were important products of women’s work.
Nakedness was often demanded by ethnographic photographers, who asked their subjects to undress in order to conform to an idea of what an ‘authentic’ Indigenous person looked like. These images were then sometimes circulated for non-scientific purposes as exotica, in the manner of Paul Gauguin’s island Venuses − a western imagining of the mythical sexuality of ‘black’ women.
Foley critiques the operation of colonial power disseminated through this kind of imagery by taking it over – directing the shoot and posing for the photographs herself. In doing so, she overturns the anonymity and subjugation of the original subjects and aligns herself with them as their descendant, a contemporary Badtjala woman in control of her own identity and image.",Badtjala woman,,,,,,,,,,,,,
Fiona Foley ,"Bliss was filmed at an opium farm in Tasmania, the camera slowly panning across an endless field of silvery, shimmering poppies gently moving in the breeze. The quietly contemplative framing is interspersed with text from the 1897 Aboriginals Protection and Restriction of the Sale of Opium Act. This legislation, enacted by the Queensland Parliament, had two main aims – to criminalise the supply of opium to Aboriginal people (the principal purveyors of which were considered to be Chinese traders), and to ‘protect’ Aboriginal people from substance addiction by forcing them onto reserves under the guardianship of government-appointed Protectors of Aborigines. The Act controlled the lives of Aboriginal people by significantly restricting their autonomy and freedom to live, work and marry as they chose, and worsened the already troubled relations between white, Asian and Indigenous peoples in Queensland. Fiona Foley has used the 1897 Act and its impact in a number of works, of which Bliss is one.

A sense of opium’s hypnotic effects is suggested by the rustling sounds and movement of poppy heads swaying on their stems, interspersed with short quotes from Dr Rosalind Kidd’s 1997 book The Way We Civilise: Aboriginal Affairs – The Untold Story. This forensic archival study examines the disastrous consequences of benevolently intentioned projects that sought to ‘reform’ Indigenous Australians from 1897 to 1981. Bliss’s vivid and dynamic footage of Tasmanian poppies grown for medical purposes provokes contemplation on the nature of the ‘fix’ that addictive substances offer to individual and social conflicts.",Bliss,,,,,,,,,,,,,
Nicholas Folland,"In The Door Was Open… a ball of ice gradually encrusts a chandelier, its glacial encroachment threatening to short out its branching filaments of light. The crystalline structure of the ice is mimicked in the cut-glass lustres which hang from it like icicles, making the graft between chandelier and freezer seem perfectly natural – two domestic appliances ‘at home’ with one another.

Powered by both electricity and a concealed refrigeration unit, The Door Was Open… is a poetic musing on humanity’s conflicted relationship to nature and natural forces and resources. Our dependence on electric lights, fridges and air-conditioners moderate our environments to make them more livable, even as their carbon emissions change weather patterns and make them more indispensible. In a reverse of global warming, it is the advance, rather than the retreat, of ice which will here engulf the fitting and short the lights. Glacial growth rather than melt threatens the existence of this chandelier, but the heat of the lights promises an effective check on the enveloping ice, suggesting that in this pairing of the elements there is at least a self-perpetuating equilibrium. Whether the ice grows on the chandelier like a parasite, or the chandelier grows out of the ice like a vine from its host, there is an intimation here of a beautiful and finely calibrated ecosystem hanging in the balance between the natural and the manmade.",The Door Was Open,,,,,,,,,,,,,
Nicole Forshew,"A Wiradjuri woman from central-western NSW, Nicole Foreshew explores the relationship between the body and the earth in artworks that consider concepts of time, materiality, growth and renewal. Country and culture play a significant role across the artist’s multi-disciplinary practice, which encompasses photography, sculpture, textiles and video. The artist draws on personal, familial and cultural relations to place, referencing the deep connection that has developed between people and the environment over generations. Working with processes of observation, listening and enacting, Foreshew documents the transformation of the land or creates situations in which the subtle, often invisible, actions of the earth are made visible.  

Recently the artist has created a series of ephemeral artworks that ‘awaken places of memory beyond the temporality of ruins’.[1] Working primarily with installation, sculpture and performance at sites of personal, familial and cultural significance, Foreshew then records these temporal actions using a range of mediums including photography and video. In works such as Cultural Drift (2016), Foreshew reflects on her relationship with Country and ‘its associated histories, commodities and lifecycles’. 
Cultural Drift is a single-channel video that depicts a large object wrapped in fabric on the shoreline of a secluded beach. A constant breeze ripples the material giving the appearance of a lifeform – emerging and rising, swelling and surging.  Surrounding the swathed object are shallow pools of water that shimmer in the sunlight, while in the distance large wave crashes against the rocks. Sound and colour play a key role in creating a sensory experience of place in the work. The muted sepia colour palette of the video accentuates the textures and forms of the site, highlighting the refined patterns and understated materials of the land. While the accompanying soundtrack weaves together field recordings of seagulls, howling wind and breaking waves alongside an electronic composition. Over the course of the video the sounds of nature morph into an evocative soundscape and back again.",Cultural Drift,,,,,,,,,,,,,
Nicole Forshew,"In ngayirr (sacred) (2015–17) Foreshew brings together an ‘awareness of place together with cultural knowledge of earth, mineral and plant materials’.[1] ngayirr (sacred) comprises of nine tree limbs found by the artist on Country that have been ceremoniously transformed.  The head or tip of each limb is covered in a crystalline skin that range in colour from pale pink to deep russet.  Installed leaning against the gallery wall, the individual branches evoke bodily forms.  Foreshew intentionally buried the limbs underground in a site of personal significance. Over time a crystalline skin grows across the limb, the result of a chemical reaction deep with the earth. Referencing spiritual and cultural practices of the artist’s homeland, ngayirr (sacred) traces ‘personal connections to kin and the material knowledge required to retrieve and revive the body’",ngayirr (sacred),,,,,,,,,,,,,
Hayden Fowler,"In White Australia we see two holes cut into a tiled, claustrophobic corner of what could be a bathroom, laboratory or clinic. An overlay of droning, discordant sound seeps from the space, creating an atmosphere of industrialised torpor. Every few seconds a white rat scuttles out of a hole and across the space – a hypnotic action repeated over and over by other rats throughout the video’s 23-minute loop. Their repetitious movement is a response to what Hayden Fowler considered to be the dangerously apathetic nature of dominant Australian society during the years of the Howard government (1996–2007). Inspired by the unthinking mass movements of 9 to 5 commuters at a busy train station, the artist presents his rats as creatures caught in a system of power over which they have little control.

Fowler originally trained as a biologist, and his work – for which he builds sets and trains animals himself – investigates our problematic interactions with the natural world. He is interested in the nexus between civilisation and the domestication of animals, focusing on aspects such as interdependency and adaptation. Rats have been the companions of mankind, for good or ill, for millennia. The white rats of the laboratory and the clinical trial have been a mainstay of medical science, allowing us to manipulate nature to overcome disease and extend life spans. The rat has also been a cultural mainstay – a metaphor of individual cleverness and cunning, but also of group compliance, a runner in a rat race of pointless pursuit.",White Australia,,,,,,,,,,,,,
Dale Frank,"Dale Frank’s work Every time I glance it’s just not me evokes the performance of painting and the process of experiencing the work. Lollypop-pink varnish slides down a mirrored surface in which the viewers can see a distorted image of themself. Frank’s paintings inspire numerous interpretations, from dreamscapes to the enormity of the universe, from the psychology of the inner world to the profundity of vast landscapes and the cosmos. All of these interpretations and more are reflected in the surface of the varnish, in the gooey reflective viscosity of Frank’s artistic vision.

Experimenting with the drip and flow of different paints and varnishes on different surfaces, Frank’s paintings evolve slowly over time. The different reactions of different paints to the linen, cotton, fibreglass or – as in Every time I glance it’s just not me – anodised plexiglass surface, create works that change as they dry. Drips formed by gravity pool and harden while colours wash into one another in layers and stratifications. Although Frank moves paint with calculated precision across the picture plane, his paintings ripple with a visual elasticity and sense of immediacy. Incorporating vivid and startling colour, the paintings are layered with a sense of three-dimensionality that can appear as deep voids of blackness and as translucent veils of sparkling light.",Everytime I Glance,,,,,,,,,,,,,
Sally Gabori,"Using a layered four-colour palette Sally Gabori depicts Makarrki, or King Alfred’s country, on Bentinck Island. A warrior and leader, King Alfred was Gabori’s brother. His site on Bentinck Island, Gabori says, ‘is a very special place … [with] a big river that runs through it … This is where dugong and turtles come on a high tide … making it easy for the men to catch them.’

Although Gabori relocated to Mornington Island in the 1940s, she spent the first few decades of her long life on Bentinck Island, the island of her birth. The largest of the Wellesley Islands in the Gulf of Carpentaria, Bentinck Island is low-lying, with its highest point a 10-metre-tall sandhill. While saltpans mark the interior of the island, casuarinas sprout along its coastal sands and mangroves populate its tidal flats. Further fringing the island is a complex system of stone fish-traps, assembled in rock and mortared over time by oyster shells. With their flat planes of solid colours Gabori’s paintings bring to mind these discrete yet interdependent zones, while the combination of colours speaks to the way in which the artist envisages her interaction with these places.

Gabori resided on Mornington Island for the remainder of her long life, but her connection to Bentinck Island life and culture was innate, and her success as an artist enabled her to return to country. Her artworks speak volumes about the enjoyment she received from painting; her works ‘are a celebration of her homeland and illustrate a deep connection to country that has not diminished through physical separation.’[2] Through her use of colour and form, Gabori creates reveries of country, of story, of her memories and family, that are at once joyous and bittersweet.",Makarrki,,,,,,,,,,,,,
Rosalie Gascoigne,"Tiger Tiger is a well-known work made from reflective road signs that flash and flare when they catch the light. Cut up and reassembled in a grid, the clear directional language of the original signs is fragmented, the letters are scattered and their meaning incomprehensible. The real meaning of the work lies in the experience of the found, weathered and reconfigured material and the play of light upon it.

Although the letters across the surface of Tiger Tiger do not cohere, language is central to its layered play of meaning. Gascoigne’s early training was in literature rather than the visual arts, and language infuses her work. Her assemblages are frequently referred to as visual poetry and share with modern poetry the construction techniques of fragmentation, repetition and juxtaposition. She often commented that her collaged use of text in works forms a sort of ‘stammering concrete poetry’.

Gascoigne’s titles are always significant and she named this work after English poet William Blake’s 1794 rumination on the beauty and horror of nature, The Tyger. She frequently referred to Tiger Tiger in order to explain how a title would come to her in contemplation, following the completion of a work (see Artist Statement). If the visual effects of Gascoigne’s works are open-ended and experiential, the titles reflect formal qualities that are evocative, personal and precise – providing a point of entry into the work without being prescriptive. Just as Blake’s description of the animal begins, ‘Tyger tyger burning bright’, Gascoigne’s title points to the bold yellow and black colouring and its bright reflection. Similarly, the repetition in the title Tiger Tiger mirrors the two square panels of the diptych and the regular grid evokes the ordered patternation of the animal’s pelt, like Blake’s ‘fearful symmetry’.",Tiger Tiger,,,,,,,,,,,,,
Teelah George,"Sky Piece is a work of slow, labour-intensive embroidery in which a patchwork of natural-coloured linen offcuts (left over from canvases used by the artist for her paintings) are joined together by a huge number of imperfect stitches in varying shades of blue. Together, these elements capture the artist’s impression of the vibrant and expansive Western Australian sky. Each palm-sized section of fabric took the artist about an hour to complete, and their variations in hue, stitch-length and direction build up not only a saturation of colour but a map of time – a geography of laborious effort that is at odds with the time-poor, automated society in which it was produced. 

Teelah George stitched Sky Piece while listening to the oral history of an 80-year-old woman, Althea Dorris Barber, outlining her memories of life in Western Australia during the early 20th century. Sky Piece weaves together a kind of women’s history in its interaction with an archive such as this. Although invisible in the piece, the memories of women’s work – of sewing clothes, quilts and curtains – are present in the very nature of George’s own labour. The patched materiality of Sky Piece recalls the ‘waggas’, or handmade blankets, made from old chaff bags by women in rural Australia during the first half of the 20th century. Work like this was often done to the accompaniment of other women’s voices as they talked over the shared task of quilting or patchworking. The sewing bee (still referred to today as a ‘stitch-and-bitch’) was a conduit for stories, wisdom and guidance shared within and between generations, encompassing histories and narratives that have not been recorded or preserved.

Some of these quilts – like the oral history that was the soundtrack to the making of Sky Piece – are now housed in national archives and collections. In Sky Piece George threads the immaterial voice and the material fabric together in an obsessive and repetitive task that speaks to the constant labour of what has been regarded as ‘women’s work’. Using the physicality of the action of stitching and the tangibility of its effects, George creates a work of pure colour that emanates from the materiality of thread and testifies to the work of women in generations past.",Sky Piece,,,,,,,,,,,,,
Matthys Gerber,"Matthys Gerber’s Jetmaster (2008) is a classic example of the large-scale abstract Rorschach paintings he has been making since the mid-1990s. Drawing on the inkblot test developed by Swiss psychiatrist Hermann Rorschach in the 1920s, Gerber creates these paintings by pouring paint onto an unstretched canvas, which is then folded in half and then back on itself in various directions to create a multi-coloured abstract ground. He then goes back and paints over sections of the work, modifying and rectifying the imprints created through the initial folding.

Gerber’s evocative titling, along with the use of the Rorschach method to create these works, produce abstract paintings that play with the tensions between the contradictory painting techniques of abstraction and representation. In these paintings, Gerber’s interest in mirroring and the replication of forms is explored, along with the collision of the spontaneous and gestural with the deliberate and stylised. Their horizontal orientation is a deliberate deviation from the conventional presentation of Rorschach tests, which are usually shown on a vertical axis. In this, Gerber was guided by Indigenous paintings, in which the painting’s orientation is proscribed in accordance with the topographical features it represents.

The Rorschach patterning in Jetmaster recalls the decorative design of the fleur-de-lis, which is based on the lily or lotus flower. As a sign and symbol, which is both an abstract pattern and a figurative representation, the fleur-de-lis succinctly illustrates the mirroring and doubling at the heart of Gerber’s painting quest, where the concepts of repetition, speed and variation, as found in music, are mimicked in the folding, opening and painterly aspects of the works.",Jetmaster,,,,,,,,,,,,,
Matthys Gerber,"At first glance Matthys Gerber’s Painting for Peter (2003) sits firmly within the tradition of hard edge geometric abstraction. However, as with much of Gerber’s work, there are multiple references at play. The story of Painting for Peter is deeply rooted in the personal – a homage to his friend and fellow artist Peter Tyndall.

Gerber and Tyndall first became acquainted in the mid-1980s when exhibiting at the Sydney gallery Yuill|Crowley. During their ensuing friendship, Tyndall sent Gerber a hand-painted Christmas card featuring Tyndall’s signature square motif, repeated and on the diagonal in black-and-white.[1] Years later, noticing that moisture had affected a corner of the card, Gerber decided to ‘save’ it by colouring it in. The colours he chose came from a remnant of flamboyantly coloured Victorian wallpaper that he found in a derelict house years before. He translated the colours into a repetitive pattern based on Tyndall’s design. Gerber has said of this moment: ‘I liked the association with Peter’s work of creating wallpaper, something I had already done and Peter’s work also suggested.’[2] It was this now collaborative work on paper that Gerber adapted into the large canvas Painting for Peter.

Passed from one artist to the other and back again, evolving with each step, Painting for Peter exemplifies Gerber’s experimental approach to art-making and his willingness to draw from any source, be it high art, the decorative or the domestic.  This re-presentation of other artists’ work, whether subtle or overt, is a feature of Gerber’s oeuvre. In Painting for Peter, he pays homage to the creativity of Tyndall and demonstrates, boldly and playfully, the self-reflexivity and critical importance of art history to his creative process.",Painting for Peter,,,,,,,,,,,,,
Kevin Gilbert,"This lino print, by the poet, artist and activist Kevin Gilbert, depicts Wiradjuri subjects, stories and heroes. It was made when the artist was in prison from 1965 using the most basic materials: lino taken from the floor and cutting tools fashioned from a used spoon, a fork, gem blades and nails. Gilbert printed the images using the back of a spoon to rub and transfer the ink onto paper. He made a conscious decision to exhibit his prints in a gallery context in 1971, when his artworks were first exhibited at an Australia Council exhibition at the Arts Council gallery. In doing so, these works are widely regarded as being the first by an Aboriginal printmaker.

The first print made in the series is My Father’s Studio, in which Gilbert wanted to show ‘the natural pride and completeness of the Aboriginal artist, the cave, the art, the landscape’. A similar desire informed Corroboree Spirit, which depicts an Aboriginal group who are not only part of the landscape but inseparable from it. Gilbert’s use of his Wiradjuri language in the titles of some of these artworks was a conscious act of cultural affirmation. More generally it provides a deeper understanding and context of not only the Aboriginal experience of artist as historian, social commentator and agitator for change but also forms the basis of the articulate way he has threaded this powerful perspective throughout the development of his poetry, essays, playwriting, photography and award-winning literature. Apart from being the first Aboriginal printmaker, Gilbert was also the first Aboriginal playwright to have his work staged by an all-Aboriginal cast with The Cherry Pickers (1968). Whether through art, literature or political activism, Gilbert aimed to ‘expound on the Aboriginal situation by whatever way, through art or whatever form.",Totality,,,,,,,,,,,,,
Simryn Gill,"The three works of Caress are the traces of typewriters – made by placing sheets of paper over the machines and rubbing them with graphite.  These works are part of a wider series of seven typewriter rubbings made from vintage typewriters that the artist has collected over time – an Olivetti Studio 46, a Lemain Deluxe 850 TR and an Underwood Universal – all superseded by the advent of electric models and then computer technology. The typewriter is a hand-operated machine for making ink notations on paper: an active, and in some hands, expressive tool. Here, Gill has made the machine passive – the marks on paper are of the machine rather than by the machine. The rubbings are like death masks of each typewriter, a final tribute to their passing in the electronic age.

Gill has a diverse art practice, including making photographs, sculptures and collections, and writing and drawing. She is interested in ideas of obsolescence – the archaic idea of the typewriter which has been replaced by the computer today; and the typewritten page itself, which is superseded by current printing technology and liable to literally fade with time. In other works she has documented landscapes and dwellings that are in states of decline and decay.",Caress,,,,,,,,,,,,,
Shaun Gladwell,"In Tangara, Shaun Gladwell uses the architecture and fittings of a public train as a gymnast uses the rings and bars of a gymnasium. As he grips the rails in a carriage vestibule, Gladwell performs a slow-motion sequence of graceful strength. Outside, the lights of night-dark stations pass by the windows like meteors and comets, as if the train was hurtling through space rather than the suburbs of Sydney. Inside, the fluorescent lighting and hard, glossy surfaces of the Tangara-class train echo the clinical architecture of a space shuttle. Tangara is shot upside-down and in slow motion, creating an inverted and otherworldly effect that turns the train’s vestibule into an anti-gravity chamber, with Gladwell a floating astronaut tethered above the carriage’s central grabrail. The length of his torso and the span of his outstretched arms and legs define the circuit of his choreography within the space, which he moves through without letting hands or feet touch the ground.

Gladwell takes the restless energy of youth, and the urban spaces in which it is exercised, and turns them into a graceful performance of his physicality. In other works, Gladwell has used his skill in skateboarding and parkour to explore and expand upon the ways in which bodies interact with, and express themselves through, their environments. In Tangara, the graceful display of stamina and duration in motion disrupts the conformist behaviours of commuting and the utilitarianism of the train carriage by transforming it into a playground.",Tangara,,,,,,,,,,,,,
